,Date,Year,Type,Country,Area,Location,Activity,Sex,Age,Fatal_(Y/N),Time,Species,original_order,Continent
3825,Apr,1962.0,Provoked,australia,Queensland,Nobbys Beach,Fish,M,27.32,N,,Lemon shark,2478.0,Oceania
3826,Apr,1962.0,Unprovoked,mozambique,Gaza,Xai Xai,Swim,M,16.0,N,day-morning,Unespcific,2477.0,Unknown
3827,Apr,1962.0,Unprovoked,south africa,KwaZulu-Natal,Umhlali,Seashore,M,13.0,N,day-morning,Unespcific,2476.0,Africa
3828,Apr,1962.0,Provoked,south africa,Eastern Cape Province,East London,Fish,F,27.32,N,,Unespcific,2475.0,Africa
3829,Mar,1962.0,Provoked,new zealand,"Off the Coromandel Peninsula, North Island",Alderman Islands,,M,27.32,N,,Unespcific,2474.0,Oceania
3830,Mar,1962.0,Boat,australia,New South Wales,Norah Head,Fish,M,27.32,N,,Lemon shark,2473.0,Oceania
3831,Mar,1962.0,Unprovoked,papua new guinea,Madang,Matukar village ,Swim,M,10.0,Y,afternoon,Lemon shark,2472.0,Oceania
3832,Feb,1962.0,Unprovoked,papua new guinea,Central Province,Fishermans Island near Port Moresby,Swim,M,27.32,N,,Unespcific,2471.0,Oceania
3833,Feb,1962.0,Provoked,new zealand,Southland,Long Beach,Swim,M,15.0,N,,Unespcific,2470.0,Oceania
3834,Feb,1962.0,Unprovoked,australia,Queensland,Between Smiths Rock & Moreton Island,Fish,M,27.32,N,,Unespcific,2469.0,Oceania
3835,Feb,1962.0,Unprovoked,south africa,KwaZulu-Natal,Winkelspruit,Swim,M,22.0,Y,day-morning,Unespcific,2468.0,Africa
3836,Feb,1962.0,Unprovoked,south africa,KwaZulu-Natal,Winkelspruit,Swim,M,13.0,Y,afternoon,White shark,2467.0,Africa
3837,Feb,1962.0,Unprovoked,australia,Queensland,Greenmount Beach,Swim,M,35.0,N,afternoon,Unespcific,2466.0,Oceania
3838,Feb,1962.0,Boat,new zealand,North Island,South of New Plymouth,Fish,M,27.32,,,Unespcific,2465.0,Oceania
3839,Feb,1962.0,Unprovoked,solomon islands,Guadalcanal Province,"North Coast, Guadalcanal Island",Fish,M,27.32,Y,,Unespcific,2464.0,Unknown
3840,Jan,1962.0,Unprovoked,new zealand,South Island,Oreti Beach,Rare_act.,M,18.0,N,afternoon,Unespcific,2463.0,Oceania
3841,Jan,1962.0,Unprovoked,mozambique,Gaza,Praia Sepulveda,,M,16.0,,,Unespcific,2462.0,Unknown
3842,Jan,1962.0,Provoked,australia,New South Wales,Cronulla,Fish,M,19.0,N,,Lemon shark,2461.0,Oceania
3843,Jan,1962.0,Invalid,south africa,KwaZulu-Natal,Margate,Fish,M,40.0,,afternoon,Tiger shark,2460.0,Africa
3844,Jan,1962.0,Provoked,new zealand,South Island,"Pigeon Bay, Canterbury",Fish,M,27.32,N,,Tiger shark,2459.0,Oceania
3845,Jan,1962.0,Unprovoked,new zealand,North Island,"Slipper Island, Coromandel Peninsula",Fish,M,44.0,N,afternoon,Unespcific,2458.0,Oceania
3846,Jan,1962.0,Unprovoked,usa,California,Farallon Islands,Fish,M,29.0,N,day-morning,White shark,2457.0,North_America
3847,Jan,1962.0,Provoked,australia,New South Wales,"Long Reef, North Manly",Fish,F,27.32,N,,Grey shark,2456.0,Oceania
3848,Jan,1962.0,Unprovoked,australia,New South Wales,"Lennox Head, Ballina",Surf,M,19.0,N,afternoon,Lemon shark,2455.0,Oceania
3849,Jan,1962.0,Boat,australia,South Australia,Marino,Fish,F,27.32,N,,Tiger shark,2454.0,Oceania
3850,Jan,1962.0,Unprovoked,papua new guinea,"10ºS, 142ºE",Jukuataia Village,Fish,M,24.0,N,afternoon,White shark,2453.0,Oceania
3851,Jan,1962.0,Unprovoked,new zealand,South Island,"Fairdown Beach, 5 miles north of Westport",Fish,F,54.0,N,night,Unespcific,2452.0,Oceania
3852,Jan,1962.0,Boat,australia,South Australia,Ceduna,Fish,M,27.32,N,,White shark,2451.0,Oceania
3853,Jan,1962.0,Invalid,australia,New South Wales,Lake Illawarra,Swim,M,25.0,,,Tiger shark,2450.0,Oceania
3854,Jan,1962.0,Provoked,australia,Queensland,Dicky Beach,On_boat,F,27.32,N,,Unespcific,2449.0,Oceania
3855,Jan,1962.0,Unprovoked,australia,New South Wales,Sydney,Surf,M,27.32,N,,Unespcific,2448.0,Oceania
3856,Jan,1962.0,Boat,south africa,Western Cape Province,6 km off Groot Brak River,Fish,F,27.32,N,,Unespcific,2447.0,Africa
3857,Jan,1962.0,Provoked,australia,New South Wales,"Seaspray, near Sale",Fish,M,27.32,N,,Unespcific,2446.0,Oceania
3858,Jan,1962.0,Unprovoked,marshall islands,Kwajalein Atoll,Roi-namur Island,Fish,M,57.0,N,afternoon,Unespcific,2445.0,Unknown
3859,,1962.0,Unprovoked,spain,Catalonia,Aigua Blava,Rare_act.,F,27.32,N,,Unespcific,2444.0,Unknown
3860,Jan,1962.0,Unprovoked,indonesia,East Flores,Waewerang,,M,27.32,Y,,Unespcific,2443.0,Unknown
3861,,1962.0,Unprovoked,australia,South Australia,Dangerous Reef,Diving,M,27.32,N,,Unespcific,2442.0,Oceania
3862,Dec,1961.0,Unprovoked,australia,Queensland,"Lambert's Beach, Mackay",Seashore,F,18.0,Y,afternoon,Unespcific,2441.0,Oceania
3863,Dec,1961.0,Unprovoked,australia,Queensland,"Lamberts Beach, Mackay",Seashore,M,24.0,N,afternoon,Unespcific,2440.0,Oceania
3864,Dec,1961.0,Unprovoked,south africa,KwaZulu-Natal,Umhlanga Rocks,Swim,M,18.0,N,afternoon,Unespcific,2439.0,Africa
3865,Dec,1961.0,Provoked,australia,Western Australia,"North of main swimming area in Waterman's Bay Beach, Perth",Fish,M,23.0,N,day-morning,Grey shark,2438.0,Oceania
3866,Dec,1961.0,Boat,australia,South Australia,Cowell,Fish,F,27.32,N,,Unespcific,2437.0,Oceania
3867,Dec,1961.0,Unprovoked,mozambique,Gaza,Praia Sepulveda,Swim,M,20.0,N,afternoon,Unespcific,2436.0,Unknown
3868,Dec,1961.0,Unprovoked,australia,Queensland,Noosa Heads,Surf,M,22.0,Y,day-morning,Tiger shark,2435.0,Oceania
3869,Dec,1961.0,Unprovoked,australia,Torres Strait,"Horn Island, near Thursday Island",Swim,M,17.0,N,afternoon,Unespcific,2434.0,Oceania
3870,Nov,1961.0,Invalid,mexico,Guerrrero,Northwest of Acapulco,,M,27.32,,,Tiger shark,2433.0,Central_America
3871,Oct,1961.0,Unprovoked,philippines,Western Luzon Island,Manila Bay,Rare_act.,M,27.32,N,,Unespcific,2432.0,Asia
3872,Oct,1961.0,Invalid,usa,Florida,"Ocean Ridge, Boca Raton, Palm Beach County",Swim,M,45.0,,,Tiger shark,2431.0,North_America
3873,Oct,1961.0,Boat,vanuatu,Shefa Province, Lelepa Island,Rare_act.,M,27.32,N,,Tiger shark,2430.0,Unknown
3874,Oct,1961.0,Unprovoked,usa,Florida,"Boca Raton, Palm Beach County",,M,45.0,Y,,Unespcific,2429.0,North_America
3875,Sep,1961.0,Provoked,usa,Florida,"Florida Keys, Monroe County",,M,16.0,N,afternoon,Unespcific,2428.0,North_America
3876,Sep,1961.0,Unprovoked,croatia,Primorje-Gorski Kotar County ,"Opatija, northwestern coast of Rijeka Bay",Swim,M,19.0,Y,afternoon,White shark,2427.0,Unknown
3877,Sep,1961.0,Provoked,tanzania,,Near entrance to Dar-es-Salaam Harbour,Fish,M,42.0,N,day-morning,Unespcific,2426.0,Unknown
3878,Sep,1961.0,Unprovoked,mid atlantic ocean,165  miles from Bermuda,,On_boat,M,22.0,N,day-morning,White shark,2425.0,Unknown
3879,Sep,1961.0,Unprovoked,persian gulf,25 km off the coast of Iran & 483km from mouth of Persian Gulf,Khark Island,Diving,M,27.32,N,day-morning,Tiger shark,2424.0,Unknown
3880,Sep,1961.0,Provoked,italy,Venice Province, Chioggia,Fish,M,33.0,N,,Unespcific,2423.0,Europe
3881,Sep,1961.0,Invalid,australia,Western Australia,Broome,Rare_act.,M,27.32,,,Tiger shark,2422.0,Oceania
3882,Aug,1961.0,Unprovoked,usa,California,"Portuguese Beach at mouth of Salmon Creek, Sonoma County",Swim,M,16.0,N,day-morning,White shark,2421.0,North_America
3883,Aug,1961.0,Unprovoked,usa,South Carolina,"Pawleys Island, Georgetown County",Seashore,M,19.0,N,day-morning,White shark,2420.0,North_America
3884,Aug,1961.0,Unprovoked,bermuda,,6 miles from shore,Fish,M,22.0,N,day-morning,Tiger shark,2419.0,Unknown
3885,Aug,1961.0,Unprovoked,usa,Hawaii,"Pearl Harbor Channel, O'ahu",Fish,M,38.0,N,afternoon,Unespcific,2418.0,North_America
3886,Aug,1961.0,Provoked,papua new guinea,Sandaun Province,Vanimo  on Musu side of Wutong anchorage,Fish,M,27.32,N,,Unespcific,2417.0,Oceania
3887,Jul,1961.0,Provoked,usa,New York,Whitewood Point on Lloyd Neck in Oyster Bay,Fish,M,57.0,N,afternoon,Unespcific,2416.0,North_America
3888,Jul,1971.0,Unprovoked,turkey,Anatolia,"?nciralti Beach, ?zmir ",Swim,M,16.0,N,,Unespcific,2415.0,Unknown
3889,Jul,1961.0,Provoked,australia,Queensland,Cape Moreton,Fish,M,27.32,N,,White shark,2414.0,Oceania
3890,Jul,1961.0,Unprovoked,italy,Adriatic Sea,Riccione,Fish,M,21.0,N,afternoon,White shark,2413.0,Europe
3891,Jul,1961.0,Provoked,panama,,"Jarque, just south of Pi?as Bay",Fish,M,10.0,Y,,Unespcific,2412.0,Unknown
3892,Jun,1961.0,Unprovoked,usa,Florida,"500 yards from Fowey Rock Light, 9 miles east of Key Biscayne, Miami",Fish,M,23.0,Y,day-morning,Unespcific,2411.0,North_America
3893,Jun,1961.0,Unprovoked,usa,Florida,"Jensen Beach, Martin County",Seashore,M,25.0,N,afternoon,Unespcific,2410.0,North_America
3894,Jun,1961.0,Boat,usa,Florida,"Ponte Vedra Beach, St. Johns County",Fish,M,27.32,N,,Unespcific,2409.0,North_America
3895,Jun,1961.0,Unprovoked,new britain,East New Britain Province,Rabaul,Fish,M,27.32,N,,Unespcific,2408.0,Unknown
3896,Jun,1961.0,Provoked,papua new guinea,"Admiralty Islands, Manus Province","Rossun, Manus",Fish,M,19.0,N,,Unespcific,2407.0,Oceania
3897,May,1961.0,Unprovoked,usa,California,"Tomales Point, Marin County",Diving,M,20.0,N,day-morning,White shark,2406.0,North_America
3898,May,1961.0,Unprovoked,new britain,East New Britain Province,Kokopo,Fish,M,27.32,N,,Unespcific,2405.0,Unknown
3899,May,1961.0,Unprovoked,usa,Florida,"Laguna Beach, Bay County",Rare_act.,M,52.0,N,day-morning,Lemon shark,2404.0,North_America
3900,May,1961.0,Provoked,australia,Western Australia,"Quinns Rocks, south of Yanchep",Fish,M,27.32,N,,Unespcific,2403.0,Oceania
3901,Apr,1961.0,Invalid,usa,Florida,Palm Beach County,Rare_act.,M,10.0,,afternoon,Tiger shark,2402.0,North_America
3902,Apr,1961.0,Provoked,australia,New South Wales,"Trial Bay, north of Kempsey",Fish,M,27.32,N,afternoon,Unespcific,2401.0,Oceania
3903,Apr,1961.0,Unprovoked,mozambique,Gaza,"Sepulveda Beach, Xai Xai",Swim,M,37.0,N,day-morning,Unespcific,2400.0,Unknown
3904,Apr,1961.0,Provoked,south africa,Eastern Cape Province,Port Elizabeth Oceanarium,Diving,M,27.32,N,,Tiger shark,2399.0,Africa
3905,Apr,1961.0,Unprovoked,usa,Florida,"Fowey Rock Light, Miami",Fish,M,22.0,N,,Tiger shark,2398.0,North_America
3906,Apr,1961.0,Provoked,australia,New South Wales,Otford,Fish,M,21.0,N,,Tiger shark,2397.0,Oceania
3907,Apr,1961.0,Unprovoked,australia,New South Wales,10 miles off Nambucca Heads  onboard trawler,Fish,M,40.0,N,night,Lemon shark,2396.0,Oceania
3908,Apr,1961.0,Unprovoked,mozambique,Gaza,Xai Xai,Swim,M,38.0,Y,day-morning,Unespcific,2395.0,Unknown
3909,Apr,1961.0,Sea Disaster,persian gulf,United Arab Emirates,Dubai,On_boat,F,27.32,Y,,Unespcific,2394.0,Unknown
3910,Apr,1961.0,Unprovoked,australia,Victoria,Flinders Island,Fish,M,24.0,N,,Grey shark,2393.0,Oceania
3911,Apr,1961.0,Provoked,australia,Western Australia,Rottnest Island,Fish,M,27.32,N,,Unespcific,2392.0,Oceania
3912,Mar,1961.0,Unprovoked,australia,South Australia,Glenelg Breakwater,Fish,M,24.0,N,,Tiger shark,2391.0,Oceania
3913,Mar,1961.0,Unprovoked,australia,Victoria,Lady Beach at Warrnambool,Swim,M,24.0,N,afternoon,Unespcific,2390.0,Oceania
3914,Mar,1961.0,Provoked,australia,Western Australia,Shark Bay,Fish,F,27.32,N,,Unespcific,2389.0,Oceania
3915,Mar,1961.0,Unprovoked,australia,South Australia,Aldinga Beach,Fish,M,21.0,N,afternoon,White shark,2388.0,Oceania
3916,Mar,1961.0,Unprovoked,north pacific ocean,Wake Island (EnenKio),"Leeward side of island, directly in back of Mid-Pac barrel storage area",Diving,M,33.0,N,afternoon,Tiger shark,2387.0,Unknown
3917,Mar,1961.0,Provoked,south africa,KwaZulu-Natal,St. Lucia,Fish,M,44.0,N,,Unespcific,2386.0,Africa
3918,Mar,1961.0,Unprovoked,fiji,"19S, 178?E","Wotua Beach, 70 miles from Suva",Swim,M,27.32,N,day-morning,Unespcific,2385.0,Oceania
3919,Feb,1961.0,Provoked,usa,Pennsylvania,"Fairmount Park Aquarium, Philadelphia",Rare_act.,M,30.0,N,,Unespcific,2384.0,North_America
3920,Feb,1961.0,Unprovoked,australia,Victoria,Mount Martha Beach,Seashore,F,27.32,N,night,Unespcific,2383.0,Oceania
3921,Feb,1961.0,Unprovoked,jamaica,,,,M,27.32,Y,,Unespcific,2382.0,Unknown
3922,Feb,1961.0,Unprovoked,south africa,Western Cape Province,Sea Point,Fish,M,27.0,N,afternoon,Unespcific,2381.0,Africa
3923,Feb,1961.0,Unprovoked,south africa,Eastern Cape Province,Nahoon,Swim,M,14.0,Y,afternoon,Unespcific,2380.0,Africa
3924,Feb,1961.0,Unprovoked,australia,Western Australia,Carnac Island,Fish,M,27.32,N,,Grey shark,2379.0,Oceania
3925,Feb,1961.0,Invalid,usa,California,"Topanga Canyon Beach, Santa Monica Bay",,M,27.32,,,Tiger shark,2378.0,North_America
3926,Jan,1961.0,Boat,south africa,Western Cape Province,Frikkies Bay,Fish,M,27.32,N,,Unespcific,2377.0,Africa
3927,Jan,1961.0,Unprovoked,south africa,KwaZulu-Natal,Amanzimtoti,Swim,M,15.0,N,afternoon,White shark,2376.0,Africa
3928,Jan,1961.0,Provoked,australia,New South Wales,Cook Island,Rare_act.,M,27.0,N,day-morning,Unespcific,2375.0,Oceania
3929,Jan,1961.0,Unprovoked,south africa,KwaZulu-Natal,Winkelspruit,Seashore,M,13.0,N,night,White shark,2374.0,Africa
3930,Jan,1961.0,Sea Disaster,atlantic ocean,9.35N 79.35W,"East of La Grande Island, North of Panama Canal",Rare_act.,F,27.32,Y,,Unespcific,2373.0,Unknown
3931,Jan,1961.0,Provoked,australia,Northern Territory,"Stokes Hill Wharf, Darwin",Fish,M,27.32,N,,Unespcific,2372.0,Oceania
3932,Jan,1961.0,Unprovoked,mozambique,Limpopo River,190 km to 240 km from the sea,Swim,M,27.32,N,afternoon,Tiger shark,2371.0,Unknown
3933,Jan,1961.0,Unprovoked,south africa,Western Cape Province,Strandfontein,Seashore,M,25.0,N,afternoon,Unespcific,2370.0,Africa
3934,Jan,1961.0,Invalid,south africa,KwaZulu-Natal,Palm Beach,,F,27.32,,,Tiger shark,2369.0,Africa
3935,Jan,1961.0,Boat,australia,Tasmania,Off Tasman Island,Rare_act.,F,27.32,N,,Unespcific,2368.0,Oceania
3936,,1961.0,Boat,australia,New South Wales,South coast,Fish,F,27.32,N,,Unespcific,2367.0,Oceania
3937,Jan,1961.0,Unprovoked,columbia,Roncador Bank,"Roncador Bank, 135 nm north of San Andres ",Swim,M,27.32,N,,Unespcific,2366.0,Unknown
3938,,1961.0,Unprovoked,new caledonia,,,Fish,M,27.32,N,,Unespcific,2365.0,Oceania
3939,,1961.0,Unprovoked,senegal,Cap Vert Peninsula,Thiaroye Guedi,Diving,M,20.0,Y,,Unespcific,2364.0,Unknown
3940,,1961.0,Sea Disaster,usa,Hawaii,Maui,Rare_act.,M,27.32,Y,,Unespcific,2363.0,North_America
3941,Dec,1960.0,Unprovoked,usa,Hawaii,"Maile Point, O'ahu",Fish,M,27.32,Y,,Unespcific,2362.0,North_America
3942,Dec,1960.0,Unprovoked,australia,New South Wales,"Bondi Beach, Sydney",,F,27.0,N,,Unespcific,2361.0,Oceania
3943,Dec,1960.0,Unprovoked,south africa,KwaZulu-Natal,Margate,Swim,M,25.0,Y,afternoon,White shark,2360.0,Africa
3944,Dec,1960.0,Unprovoked,australia,Queensland,"Colleges Crossing, 54 miles above mouth of the Brisbane River",Fish,M,33.0,N,day-morning,Grey shark,2359.0,Oceania
3945,Dec,1960.0,Unprovoked,australia,Queensland,"Colledge's Crossing, Brisbane River",Fish,M,27.32,N,,Lemon shark,2358.0,Oceania
3946,Nov,1960.0,Unprovoked,australia,Queensland,"Blacks Beach, 9 miles north of Mackay",Swim,M,41.0,N,afternoon,Unespcific,2357.0,Oceania
3947,Nov,1960.0,Invalid,usa,Florida,"Hutchinson Island Beach, Martin County",On_boat,F,51.0,,,Tiger shark,2356.0,North_America
3948,Nov,1960.0,Provoked,australia,Queensland,"Scotts Point, Redcliffe Peninsula",Surf,M,17.0,N,afternoon,Unespcific,2355.0,Oceania
3949,Nov,1960.0,Unprovoked,australia,Western Australia,Hamelin Bay,Fish,M,24.0,N,,Unespcific,2354.0,Oceania
3950,Nov,1960.0,Boat,south africa,Western Cape Province,"5 km from Gordons Bay, False Bay",Rare_act.,F,27.32,N,,White shark,2353.0,Africa
3951,Nov,1960.0,Provoked,new guinea,Western District,Toro Passage,,M,27.32,N,,Tiger shark,2352.0,Unknown
3952,Nov,1960.0,Unprovoked,papua new guinea,Central Province,Abau Subdistrict,Fish,M,27.32,Y,,Unespcific,2351.0,Oceania
3953,Oct,1960.0,Sea Disaster,usa,California,"Off Point Mugu, Ventura County",Rare_act.,M,36.0,N,afternoon,Unespcific,2350.0,North_America
3954,Oct,1960.0,Boat,south africa,Western Cape Province,"Jacobs Bay Reef, Saldanha Bay",Fish,M,27.32,N,,White shark,2349.0,Africa
3955,Oct,1960.0,Invalid,australia,New South Wales,North Head,Fish,M,24.0,,,Tiger shark,2348.0,Oceania
3956,Oct,1960.0,Unprovoked,papua new guinea,New Britain,"East Nakanai, Talasea",Rare_act.,M,26.0,N,,Unespcific,2347.0,Oceania
3957,Oct,1960.0,Sea Disaster,red sea / indian ocean,Enroute from Suez to Aden (Yemen),,On_boat,M,27.32,Y,,Unespcific,2346.0,Unknown
3958,Oct,1960.0,Invalid,usa,Florida,Haulover Inlet,Diving,M,27.32,,,Tiger shark,2345.0,North_America
3959,Oct,1960.0,Boat,south africa,Western Cape Province,False Bay,Fish,F,27.32,N,,White shark,2344.0,Africa
3960,Oct,1960.0,Invalid,johnston island,,,Diving,M,37.0,,afternoon,Lemon shark,2343.0,Unknown
3961,Sep,1960.0,Provoked,usa,South Carolina,"Atlantic Beach, Horry County",Fish,M,27.32,N,,Lemon shark,2342.0,North_America
3962,Sep,1960.0,Sea Disaster,pacific ocean,180 miles southeast of Okinawa,,On_boat,M,27.32,N,,Unespcific,2341.0,Unknown
3963,Sep,1960.0,Boat,australia,Western Australia,Frenchman Bay,,M,27.32,N,,Unespcific,2340.0,Oceania
3964,Sep,1960.0,Invalid,marshall islands,Eniwetok Atoll,Lagoon along Sand Island,Fish,M,27.32,,afternoon,Lemon shark,2339.0,Unknown
3965,Sep,1960.0,Invalid,marshall islands,Eniwetok Atoll,Parry Island,Fish,M,27.32,,afternoon,Lemon shark,2338.0,Unknown
3966,Aug,1960.0,Unprovoked,usa,New Jersey,"Ocean City, Cape May County",Swim,M,25.0,N,afternoon,Unespcific,2337.0,North_America
3967,Aug,1960.0,Sea Disaster,senegal,Cap-Vert Peninsula,off Dakar,Rare_act.,F,27.32,Y,,Unespcific,2336.0,Unknown
3968,Aug,1960.0,Invalid,usa,Texas,30 miles east of Corpus Christi,Rare_act.,M,27.32,,,Tiger shark,2335.0,North_America
3969,Aug,1960.0,Unprovoked,usa,Connecticut,"Off Eames Monument, Bridgeport, Fairfield County",Diving,M,38.0,N,afternoon,Unespcific,2334.0,North_America
3970,Aug,1960.0,Unprovoked,papua new guinea,Milne Bay Province,,Diving,M,27.32,N,,Unespcific,2333.0,Oceania
3971,Aug,1960.0,Unprovoked,usa,New Jersey,"Seaside Park, Ocean County",,M,14.0,N,,Unespcific,2332.0,North_America
3972,Aug,1960.0,Unprovoked,usa,New Jersey,"Sea Girt, Monmouth County",Rare_act.,M,24.0,N,afternoon,Unespcific,2331.0,North_America
3973,Aug,1960.0,Invalid,mozambique,Delagoa Bay,Bella Vista,On_boat,M,27.32,,,Tiger shark,2330.0,Unknown
3974,Aug,1960.0,Provoked,usa,Florida,Key Largo Sound,Rare_act.,M,15.0,N,night,Tiger shark,2329.0,North_America
3975,Aug,1960.0,Provoked,england,In the English Channel ,Off the south Devon coast,Rare_act.,M,25.0,N,,Lemon shark,2328.0,Unknown
3976,Aug,1960.0,Unprovoked,usa,Delaware,"Mispillion Light, Delaware Bay",Fish,M,46.0,N,,Unespcific,2327.0,North_America
3977,Aug,1960.0,Unprovoked,usa,South Carolina,Parris Island,Swim,M,27.32,Y,,Unespcific,2326.0,North_America
3978,Jul,1960.0,Unprovoked,papua new guinea,Milne Bay Province,"Taupota, Samarai ",Fish,M,25.0,N,afternoon,Unespcific,2325.0,Oceania
3979,Jul,1960.0,Unprovoked,usa,Mississippi,Mississippi City,Seashore,M,17.0,N,,Unespcific,2324.0,North_America
3980,Jul,1960.0,Provoked,usa,Virginia,Hog Island,Fish,M,41.0,N,afternoon,Unespcific,2323.0,North_America
3981,Jul,1960.0,Unprovoked,papua new guinea,Madang,"Bimat, Bogia",Fish,M,27.32,N,,Unespcific,2322.0,Oceania
3982,Jun,1960.0,Provoked,usa,South Carolina,"Little River Beach, Horry County",Fish,M,27.32,N,afternoon,Unespcific,2321.0,North_America
3983,Jun,1960.0,Provoked,new zealand,Cook Strait,Tory Channel,Fish,M,27.32,N,,White shark,2320.0,Oceania
3984,Jun,1960.0,Provoked,north sea,"Unknown, treated at Wick, SCOTLAND","On board  East German fishing trawler, I Mai",Fish,M,18.0,N,,Lemon shark,2319.0,Unknown
3985,Jun,1960.0,Unprovoked,usa,Florida,"2 miles east of Dania Beach, Broward County",Diving,M,39.0,N,day-morning,Tiger shark,2318.0,North_America
3986,Jun,1960.0,Invalid,usa,California,"10 miles off Santa Barbara, Santa Barbara County",Diving,M,37.0,,,Tiger shark,2317.0,North_America
3987,Jun,1960.0,Unprovoked,philippines,Corregidor Island,,Surf,M,58.0,Y,day-morning,Unespcific,2316.0,Asia
3988,Jun,1960.0,Unprovoked,usa,Georgia,"North picnic area, Jekyll Island, Glynn County",Swim,M,24.0,N,afternoon,Unespcific,2315.0,North_America
3989,May,1960.0,Unprovoked,panama,San Blas Islands,Off Diable Island,Fish,M,27.0,N,day-morning,Unespcific,2314.0,Unknown
3990,May,1960.0,Unprovoked,bermuda,Paget,Elbow Beach /  Coral Beach,Surf,M,25.0,N,afternoon,Tiger shark,2313.0,Unknown
3991,May,1960.0,Unprovoked,usa,California,"Aptos, Santa Cruz County",Swim,F,16.0,N,afternoon,White shark,2312.0,North_America
3992,May,1960.0,Provoked,usa,Florida,"Lignum Vitae Channel, Florida Keys, Monroe County",,F,27.32,N,,Tiger shark,2311.0,North_America
3993,May,1960.0,Unprovoked,papua new guinea,Madang,Taludig,,M,27.32,Y,,Unespcific,2310.0,Oceania
3994,Apr,1960.0,Unprovoked,south africa,KwaZulu-Natal,Amanzimtoti,Swim,M,16.0,N,afternoon,White shark,2309.0,Africa
3995,Apr,1960.0,Unprovoked,usa,California,"Tomales Point, Marin County",Surf,M,48.0,N,afternoon,White shark,2308.0,North_America
3996,Apr,1960.0,Provoked,australia,Western Australia,Rottnest Island,Fish,M,27.32,N,,Lemon shark,2307.0,Oceania
3997,Apr,1960.0,Provoked,south africa,Eastern Cape Province,Port Alfred,Fish,M,27.32,N,,Tiger shark,2306.0,Africa
3998,Apr,1960.0,Invalid,bermuda,"33N, 68W",Royal Canadian Navy CS2F-1 aircraft ditched in the sea 180 nautical miles WNW of Bermuda at 01h30,Swim,M,21.0,,day-morning,Tiger shark,2305.0,Unknown
3999,Apr,1960.0,Unprovoked,australia,New South Wales,"Horseshoe Bay, near Kempsey",Surf,M,17.0,N,afternoon,White shark,2304.0,Oceania
4000,Apr,1960.0,Provoked,australia,Western Australia,Off Rottnest Island,Fish,M,27.32,N,,Tiger shark,2303.0,Oceania
4001,Apr,1960.0,Unprovoked,australia,Victoria,"Canadian Bay near Mount Eliza, 30 miles from Melbourne",Fish,M,27.32,N,,Unespcific,2302.0,Oceania
4002,Apr,1960.0,Unprovoked,australia,New South Wales,Off Broughton Island near Port Stephens,Fish,M,27.32,N,afternoon,Tiger shark,2301.0,Oceania
4003,Apr,1960.0,Provoked,australia,South Australia,Hog Bay,Fish,F,27.32,N,,White shark,2300.0,Oceania
4004,Apr,1960.0,Unprovoked,fiji,Vanua Levu,Off the Bua coast,Fish,F,27.32,Y,,Unespcific,2299.0,Oceania
4005,Apr,1960.0,Provoked,philippines,Luzon Island,Bataan,Fish,M,27.32,Y,,Unespcific,2298.0,Asia
4006,Apr,1960.0,Boat,south africa,Western Cape Province,Saldanha Bay,Fish,F,27.32,N,,White shark,2297.0,Africa
4007,Mar,1960.0,Unprovoked,usa,Florida,"Off Boca Raton Hotel & Club, Boca Raton, Palm Beach County",Swim,M,42.0,N,afternoon,Lemon shark,2296.0,North_America
4008,Mar,1960.0,Unprovoked,guam,,,Fish,M,44.0,N,afternoon,Unespcific,2295.0,Unknown
